jam_name,jam_url,jam_no_joined,jam_no_submissions
Game Jam UT Game Dev A17,game-jam-ut-game-dev-a17,3,1
UnCooperative Jam,uncooperative-jam,3,2
Mystery Jam,maze,3,3
HEJ #5,hej-5,3,3
Fighting game jam (2?),fighting-game-jam-2,3,1
#ALTJAM,altjam,3,2
3D to 2D Jam 2015,3d-to-2d-jam_2015,3,1
Global Game Jam Strasbourg 2016,global-game-jam-strasbourg-2016,3,3
Global Game Jam 2016,ggj,3,3
ZX Sequel Jam,zx-sequel-jam,3,2
Fragfest Fall Jam 2018,fragfest-fall-jam-2018,3,1
24hrs Jam! - Geleia Edition,24hrs-jam-geleia-edition,3,2
"Mermelada de juegos de mesa, rol y cartas",mermelada-de-juegos-de-mesa-rol-y-cartas,3,3
me and ted jammy,me-and-ted-jammy,3,1
BL Jam,bl-jam,3,1
St. Thomas Triangle Jam,ust-triangle-jam,3,3
48LezGameJam#1,48lezgamejam1,3,2
Gdevelop Jam,gdevelop-jam2,3,1
JailJam 2015,jailjam2015,3,3
Blog CDJV Jam #1,blog-cdjv-jam-1,3,2
일주일에 게임 하나 만들기(Game A Week) 1805[01],game-a-week-180501,3,1
SlamJam 1,slamjam1,3,1
Cube OS Developer Jam,cube-os-developer,3,1
Frontin Ludens 2017,frontinludens2017,3,6
Little People Game Jam,little-people-game-jam,3,3
Game Jam Monthly - January 2019,game-jam-monthly-january-2019,3,1
1 Color game jam,1-color,3,1
Polish GameJam #2,polish-gamejam-2,3,1
HEJ #1,hej-01,3,3
Really Retro Jam no.4,really-retro-jam-no4,3,1
LÖVE-Jam 2,love-jam-2,3,3
P-u-z-z-l-e Game Jam,puzzlajamgame,3,1
Windows Jam,windows-jam,3,1
CPP Quarterly Game Jam Winter 2015,cppwinter2015,3,3
W3 Game Jam (y18w43),w3-game-jam-y18w43,3,1
Impact Jam PK,impactjampk,3,4
SONIC OC JAM,sonic-original-character-jam,3,2
Uni Game Jam 2017  EPIC,uni-game-jam-2017-epic,3,2
Uniquely Similar Jam,uniquely-similar-jam,3,1
Frontin Ludens 2016,frontinludens2016,3,5
PlixerJam,plixerjam,3,1
Weekend Prototype Challenge 04,weekend-prototype-challenge-04,3,0
GumballJam,gumballjam,3,1
The Co-op Jam,the-co-op-jam,3,1
2015 Queer Youth Game Jam,2015-maven,3,3
The bunnies are comming,the-bunnies-are-comming,3,1
Game Jam 4 Weekend #11,gj4w11,3,2
1st Local Multiplayer Game Jam Istanbul,1st-local-multiplayer-game-jam-istanbul,3,3
arabic devjam,arabic-jam,3,1
Meta Jam 2019,meta-jam-2019,3,0
"Game A Week 6 ""Guardian""",game-a-week-06,3,2
Stun Jam 2015,stun-jam-2015,3,2
Rustic Jam!,rustic-jam,3,1
StickFightGameJam,stickfightgamejam,3,1
UL Game Jam 2018,ul-game-jam-2018,3,2
PuzzlerJam,puzzlerjam,3,1
Homa Games Monthly Game Jam,hg-monthly-jam,3,1
Isolation Game Jam 2017,isolation-game-jam-2017,3,2
Get a PAID asset_JAM #1,get-a-paid-asset-jam-1,3,2
Four Hour Game Jam!,four-hour-game-jam,3,2
Solent Spooky Jam,solent-spooky-jam,3,3
Retro Adventure Jam,retro-adventure-jam,3,2
ASCII Art Game Jam,ascii-art-game-jam,2,1
UCSB GDC Winter Jam 2019,ucsb-gdc-winter-jam-2019,2,1
Tabletop Jam,tabletop-jam,2,1
Nomads Jam,nomads-jam,2,2
Mange ta ville,mange-ta-ville,2,2
The Horror Jam,the-horror-jam-2016,2,1
Dalek Jam,dalek-jam,2,2
What Ever Floats Your Boat Jam,what-floats-your-boat-jam,2,2
Unsport Jam,unsport-jam,2,1
1 Hour Challenge,1-hour-challenge,2,1
Isolation Game Jam 2015,isolation-game-jam-2015,2,2
Week 1 - Choice,week1,2,2
VARIETY MEGAJAM 2018,vmj2018,2,5
Snowman themed game jam,snowman-gamejam,2,1
Spiltalent - juni 2019,spiltalent-juni-2019,2,1
Offical Paper And Games Christmas Jam 2018,offical-paper-and-games-christmas-jam,2,1
FurJam,furjam,2,1
Retro Challenge 1,retro-challenge-1,2,1
Quickie Game Jam,quickie-game-jam,2,2
NES Game Jam 2,nes-jam-thingy,2,1
Moe Minijam #1 - Team Management,absolutelymoe-minijam-1,2,1
200 Lines of Code Challenge!,100-lines-of-code,2,1
V-Jam 2016 - The ValentinesDay Game Jam,v-jam-2016-valentinesday-game-jam,2,0
Jack's Horror Jam,jacks-horror-game-jam,2,2
Game Design Club's Winter Game Jam,game-design-clubs-winter-game-jam,2,1
Educational Games (technology and war),educational-games-technologyaffectingwars,2,1
"Chronicles GameDev Challenge, Week 8",chronicles-gamedev-challenge-week-8,2,1
Brazillian Journey JAM,brazillian-journey-jam,2,1
Trashy Game Jam 2017,trashy-game-jam-2017,2,1
"Pembroke Dock Beer Jam (Wales, UK)",pdbeerjam-mar25,2,2
Pinky Jam 2!,pinky-jam-2,2,1
Nordic Game Jam warmup!,nordic-game-jam-warmup,2,2
Justice JAM - Cops,justice-jam-cops,2,2
MCAD Game Jam #3,mcad-game-jam-3,2,1
Simulator Jam (For Fun),simulator-jam-for-fun,2,1
Fabio Jam,fabio-jam,2,1
İstanbul Seçimleri,istanbul-secimleri,2,1
Gaben Jam,no-java-comma-flash-or-unity,2,4
Stupid Jam,stupid-jam,2,1
일주일에 게임 하나 만들기(Game A Week) 1806[01],game-a-week-180601,2,2
Professional Jared Awareness Jam,professional-jared-awareness-jam,2,1
Nashville's 1st Month-Long Game Jam!,nashville-april-game-jam,2,2
일주일에 게임 하나 만들기(Game A Week) 1805[11],game-a-week-180511,2,1
Frontin Ludens 2015,frontinludens2015,2,5
PCT Game Development Club's Spring Game Jam,pct-game-development-clubs-spring-game-jam,2,2
FORMULA 1 ABU DHABI GRAND PRIX Jam,formula-1-abu-dhabi-grand-prix-jam,2,2
48LezGameJam#7,48lezgamejam7,2,1
Yo no olvido el año viejo,ciao2015,2,2
Geleia Jam 30 horas - Junho,geleiajam-junho,2,2
Spectacle,spectacle,2,2
The Sunday Game Jam 9,the-sunday-game-jam-9,2,2
Word Jam,word-jam,2,2
MAKE GAME OR KRAWG SQUASH!!,make-game-or-krawg-squash,2,2
UM Jam 2016! Unity MultiPlayer,um-jam-201,2,1
Jr. Jam 1,jr-jam-1,2,2
Summer in Galaxy - GameJam,summer-in-galaxy---gamejam,2,7
Fall Game Jam 2016,fall-game-jam-2016,2,1
Level Up Academy - Summer 2018 - Classic Jam,luasummerjam2018,2,6
IGDA Becker Chapter April Arcade Jam 2018,igda-becker-april-arcade-jam-2018,2,2
Last Minute Christmas JAM,last-minute-christmas-jam,2,2
Movie Jam #1,hi-my-name-is-bob-and-why-are-you-reading-the-url,2,1
30-50 Feral Tatterpigs,30-50-feral-tatterpigs,2,1
JotaDê Jam Semanal #2,jdjam2,2,2
Construct 2Gether! [Wario ware style] #1,construct-2gether,2,1
Improvement Movement Game Jam 2,imgj2,2,2
Train jam 2019 - Polish Edition,jam-w-pocigu,2,1
"Gamejams of Thrones, S6E10",gamejam-of-thrones,2,1
Game Jam Done Quick,game-jam-done-quick,2,0
End of Summer Game Jam,esgj,2,1
What's Trending Gamejam,whats-trending-gamejam,2,1
일주일에 게임 하나 만들기(Game A Week) 1805[00],game-a-week-180500,1,1
The Crusty Jam 2019,the-crusty-jam-2019,1,1
Sandbox Game Jam,sandbox-game-jam,1,1
Sharing Week ESG - 2018,sharing-week-esg-2018,1,2
일주일에 게임 하나 만들기(Game A Week) 1806[10],game-a-week-18060,1,1
The Theme Jam - #1,theme-game-jam-1-september,1,1
The L'aal Platformer Jam #1,the-laal-platformer-jam,1,1
EGA JAM,ega-jam,1,1
Day 6 Jam,day-6-jam,1,1
[Late] Motivation Game Jam,late-motivation-game-jam,1,1
Games Tools Challenge,gtchallenge,1,1
Drug Jam #3,drug-jam-3,1,1
MIDWEEK ANIMAL JAM,midweek-animal-jam,1,1
Cover Jam!,cover-jam,1,1
-Unofficial- Bitsy Jam,-unofficial-bitsy-jam,1,1
Techkids - Code for Viet Nam 2018,techkids-code-for-viet-nam-2018,1,6
WPI Break Jam: New Regime,wpi-break-jam-winter-17-18,1,1
IceMice Jam,icemice-jam,1,1
Purple Monkey Game Jam March 2016,purple-monkey-game-jam-march-2016,1,1
Japanizam 2015,japanizam-2015,1,1
Mothers Day Jam,mothers-day-jam-2017,1,1
Exquisite  Corpse Jam,exquisite-corpse-jam,1,5
5th Indie Game Contest,5th-indie-game-contest,1,1
2D Fan Games,fan-games,1,1
Pico-8 Jam,pico-8-jam,1,1
The AmericaS Jam´s,the-americas-jams,1,1
Pinball jammin',pinball-jammin,1,1
Burgers 'N' Fries Jam III,burgers-n-fries-jam-iii,1,1
Idea Jam #3,idea-jam-3,1,1
Summer Camp,summer-camp,1,11
RPG Maker Jam 1,rpg-maker-jam-1,1,1
Kingsbuild Jam - No.1,kingsbuild-jam-no-1,1,1
Spiltalent - september 2019,spiltalent-sep-2019,1,1
2D Physics Game Jam - November 2015,2dphysics-november,1,1
They Come From Space Jam (Just for fun),they-come-from-space-jam,1,1
Moddable games,moddable-games,1,1
CCD: La ciencia del arte - Jam Cervantino,lacienciadelarte,1,1
Nor Gamez,nor-gamez,1,1
Cat Attacks,catattacks,1,1
Galactic Studios Signup Exam,galactic-studios-signup-exam,1,1
Game Jam de Comunidades CPMX6 Reto 24,jamcomunidadescpmx6_reto_24,1,1
Awful Music Modding !,AMSModding,1,1
"Tycoon Jam #1,theme (Small business)",Tj,1,1
The CMG Summer July Jam 2015,cmg-summer-jam-2015,1,1
GAME FOR EUKARIA 20016,Eukaria,1,1
WHS Videogame Design Club: Invasions Game Jam,whs-videogame-design-club-invasions-game-jam,1,1
The Unofficial NerdCubed Community Game Jam 2015,n3jam2015,1,1
Scenic screenshot jam #1,scenic-screenshot-jam-1,1,1
OddPotato Jam (Once Upon A Time),oddpotato-jam,1,1
Anime Jam,anime-jam,1,1
JotaDê Jam Semanal #6,jdjam6,1,1
The Minigame Collection,minigamecollection,1,1
